host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2016-02-16,100%,98%,t,Imperial Point,63,72,t,t,Lauderdale By The Sea,26.206675305649554,-80.09601149791673,Entire home,Entire home/apt,10,4.0,4 baths,4.0,6.0,$400.00,t,13,3,3,1,2024-04-15,2024-06-26,4.67,5.0,4.5,5.0,5.0,5.0,4.5,f,36,36,0,0,1.22
2020-01-15,100%,100%,t,,76,120,t,t,Fort Lauderdale,26.09694571418868,-80.17088731002407,Entire home,Entire home/apt,8,2.0,2 baths,3.0,5.0,$240.00,t,10,14,14,2,2023-12-21,2024-06-22,4.93,5.0,4.92,5.0,5.0,4.85,5.0,t,59,59,0,0,2.22
2017-01-07,100%,99%,f,Hollywood Beach,75,98,t,t,Hollywood,26.016226184591797,-80.11744783170283,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$100.00,t,17,1,1,0,2024-03-31,2024-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,73,73,0,0,0.34
2019-08-01,100%,100%,f,Parkside,4,8,t,t,Hollywood,25.9987241,-80.147503,Entire home,Entire home/apt,4,1.0,1 bath,1.0,1.0,$66.00,t,14,28,28,3,2023-12-24,2024-06-16,4.64,4.57,4.64,4.89,4.79,4.46,4.75,t,4,4,0,0,4.49
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.008412262293792,-80.15514270805357,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,$55.00,t,8,4,4,0,2024-01-15,2024-04-13,3.75,3.75,3.5,3.75,4.5,4.0,3.25,t,25,25,0,0,0.73
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.008245176672677,-80.1544718752982,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,$62.00,t,30,5,5,0,2024-01-13,2024-03-31,4.8,5.0,5.0,5.0,5.0,4.8,4.8,t,25,25,0,0,0.9
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.0072924879122,-80.15434233759747,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,$86.00,t,18,10,10,1,2024-01-08,2024-05-28,4.5,4.7,4.5,4.6,4.7,4.6,4.2,t,25,25,0,0,1.74
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.008282093752133,-80.1532103287339,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$51.00,t,25,2,2,2,2024-05-28,2024-06-06,4.0,4.0,4.5,4.5,4.5,4.0,4.0,t,25,25,0,0,2.0
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.007077278836384,-80.15321751725845,Entire rental unit,Entire home/apt,16,9.0,9 baths,12.0,15.0,$497.00,t,0,1,1,0,2024-05-07,2024-05-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,25,25,0,0,0.58
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.00859752510758,-80.15453835729782,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,$61.00,t,4,9,9,2,2024-02-15,2024-06-10,4.78,4.67,4.67,5.0,4.78,4.67,4.67,t,25,25,0,0,2.01
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.0083393443993,-80.15470207248536,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,$69.00,t,26,9,9,1,2024-01-03,2024-06-06,4.11,4.11,4.22,4.78,4.44,4.11,3.78,t,25,25,0,0,1.53
2020-02-11,100%,100%,f,Mid-Beach,35,54,t,t,Hallandale Beach,25.985048614228983,-80.1224402596116,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,2.0,$80.00,t,30,2,2,0,2024-01-22,2024-05-27,3.0,3.0,3.0,3.0,5.0,3.0,3.0,t,31,29,2,0,0.38
2022-12-25,100%,96%,t,,3,3,t,t,Oakland Park,26.175250174493147,-80.14344021729603,Entire rental unit,Entire home/apt,8,1.0,1 bath,2.0,3.0,$99.00,t,8,8,8,1,2023-12-31,2024-06-01,5.0,4.88,5.0,5.0,5.0,4.38,4.88,f,3,3,0,0,1.33
2017-10-25,100%,100%,t,Hollywood South Central Beach,69,128,t,t,Fort Lauderdale,26.083776734139843,-80.16395534478627,Entire home,Entire home/apt,16,2.0,2 baths,3.0,9.0,$156.00,t,6,22,22,1,2023-12-31,2024-06-07,4.82,4.95,4.77,4.95,4.95,4.73,4.73,t,45,45,0,0,3.67
2016-07-06,100%,98%,t,,1,1,t,t,Oakland Park,26.1984172,-80.14485359999999,Entire home,Entire home/apt,9,3.0,3 baths,4.0,4.0,$240.00,t,12,24,24,3,2023-12-28,2024-06-23,4.75,4.74,4.78,4.91,4.83,4.7,4.65,f,1,1,0,0,3.93
2015-09-12,100%,100%,t,Birch Park Finger Streets,30,49,t,t,Hollywood,26.0143408,-80.1159667,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$90.00,t,21,18,18,1,2024-01-04,2024-06-09,4.94,4.94,4.94,4.89,4.89,5.0,4.89,t,27,27,0,0,3.07
2020-09-22,100%,99%,t,North Fort Lauderdale,68,70,t,t,Fort Lauderdale,26.182138963706933,-80.0992609993339,Entire home,Entire home/apt,6,2.0,2 baths,3.0,5.0,$350.00,t,5,24,24,5,2023-12-27,2024-06-22,4.75,4.88,4.71,4.96,4.88,4.92,4.75,f,60,60,0,0,3.91
2021-10-28,,,f,,19,23,t,t,Lauderdale By The Sea,26.182812888286467,-80.10256292181073,Entire home,Entire home/apt,13,3.5,3.5 baths,4.0,8.0,$811.00,t,18,1,1,0,2024-04-30,2024-04-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,11,11,0,0,0.51
2018-04-12,100%,98%,t,,4,11,t,t,Fort Lauderdale,26.09553880470615,-80.18785110995636,Entire home,Entire home/apt,16,2.0,2 baths,5.0,10.0,$304.00,t,7,7,7,1,2023-12-25,2024-06-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,4,0,0,1.14
2023-02-01,0%,63%,f,,1,2,t,f,Sunrise,26.146617467094163,-80.23148398611622,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,0.0,$225.00,t,30,0,0,0,,,,,,,,,,f,1,1,0,0,
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.01698327608773,-80.11700001072718,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$106.00,t,10,3,3,0,2024-01-01,2024-03-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,342,341,1,0,0.5
2022-02-20,100%,99%,t,,4,5,t,t,Pompano Beach,26.207753245593327,-80.12746565155146,Entire home,Entire home/apt,8,2.0,2 baths,3.0,4.0,$249.00,t,14,12,12,5,2024-01-27,2024-06-25,4.83,5.0,5.0,5.0,5.0,4.82,4.91,f,4,4,0,0,2.37
2016-08-19,100%,95%,t,,1,2,t,t,Deerfield Beach,26.299698230334076,-80.08641826195668,Entire home,Entire home/apt,8,2.0,2 baths,4.0,5.0,$252.00,t,0,17,17,4,2024-01-04,2024-06-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,2.9
2019-06-12,90%,85%,f,Mid-Beach,12,31,t,t,Hollywood,26.041466518022787,-80.1141281155872,Entire home,Entire home/apt,8,3.0,3 baths,2.0,5.0,$400.00,t,7,6,6,1,2024-02-20,2024-05-28,5.0,4.83,5.0,4.83,4.67,5.0,4.83,f,6,6,0,0,1.4
2023-07-03,88%,96%,f,South Naples,6,7,f,t,Fort Lauderdale,26.1102595,-80.17196109999999,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,0.0,$114.00,t,30,1,1,0,2024-04-30,2024-04-30,5.0,5.0,5.0,5.0,5.0,4.0,4.0,t,2,2,0,0,0.52
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.015753271412493,-80.11558647736125,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$98.00,t,26,13,13,0,2024-01-14,2024-05-19,4.31,4.38,4.38,4.46,4.62,4.85,3.85,t,342,341,1,0,2.35
2023-07-03,88%,96%,f,South Naples,6,7,f,t,Fort Lauderdale,26.111301220548853,-80.17237149828574,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,0.0,$137.00,t,30,3,3,0,2024-01-04,2024-03-16,4.33,5.0,5.0,4.0,4.0,4.33,4.33,t,2,2,0,0,0.51
2020-02-11,100%,100%,f,Mid-Beach,35,54,t,t,Hallandale Beach,25.98517,-80.12367,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,$101.00,t,23,11,11,2,2023-12-30,2024-06-17,4.55,4.55,4.36,4.45,4.91,4.91,4.36,t,31,29,2,0,1.82
2017-08-14,99%,99%,f,Clearwater Beach,456,1109,t,t,Hallandale Beach,25.98197082437874,-80.1634291524611,Entire home,Entire home/apt,4,1.0,1 bath,2.0,3.0,$142.00,t,27,1,1,0,2024-01-06,2024-01-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,64,63,1,0,0.17
2020-10-23,100%,100%,f,Hollywood South Central Beach,6,18,t,t,Hollywood,25.9868062,-80.11864969999999,Room in hotel,Private room,4,1.0,1 private bath,1.0,1.0,$180.00,t,7,3,3,1,2023-12-30,2024-06-24,4.33,4.67,4.67,4.0,4.33,4.67,4.0,t,1,0,1,0,0.49
2013-03-25,94%,97%,f,Clearwater Beach,1451,7945,t,t,Dania Beach,26.048246048846615,-80.16219147643436,Room in hotel,Hotel room,8,2.0,2 baths,2.0,4.0,$232.00,t,23,1,1,0,2023-12-23,2023-12-23,5.0,5.0,5.0,5.0,5.0,4.0,5.0,t,13,0,0,0,0.16
2013-03-25,94%,97%,f,Clearwater Beach,1451,7945,t,t,Dania Beach,26.050295091084003,-80.1639963733281,Room in hotel,Hotel room,12,3.0,3 baths,3.0,6.0,$348.00,t,23,0,0,0,,,,,,,,,,t,13,0,0,0,
2013-03-25,94%,97%,f,Clearwater Beach,1451,7945,t,t,Dania Beach,26.048941406558928,-80.16269422556239,Room in hotel,Hotel room,16,4.0,4 baths,4.0,8.0,$465.00,t,23,0,0,0,,,,,,,,,,t,13,0,0,0,
2023-12-13,100%,97%,t,Hollywood Hills,1,1,t,t,Hollywood,26.0061308,-80.1802902,Entire home,Entire home/apt,12,4.5,4.5 baths,6.0,10.0,$494.00,t,17,15,15,2,2023-12-31,2024-06-23,4.93,4.93,4.71,4.93,5.0,4.79,4.86,f,1,1,0,0,2.51
2020-07-26,100%,99%,f,,12,13,t,f,Margate,26.254060270654048,-80.20354131804133,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,$37.00,t,25,8,8,0,2023-12-19,2024-05-07,4.5,4.5,4.5,4.5,5.0,4.63,4.5,t,11,0,11,0,1.26
2017-02-03,100%,99%,,North Fort Lauderdale,17,23,t,t,Lauderdale By The Sea,26.19637084395313,-80.10013578933285,Entire home,Entire home/apt,7,3.0,3 baths,3.0,4.0,$323.00,t,15,5,5,0,2024-02-17,2024-04-03,5.0,4.8,5.0,5.0,4.8,5.0,5.0,f,14,14,0,0,1.14
2017-01-07,100%,99%,f,Hollywood Beach,75,98,t,t,Hollywood,26.015530543315045,-80.11593236175065,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,$151.00,t,15,2,2,0,2024-01-22,2024-02-25,4.5,5.0,4.5,5.0,5.0,5.0,4.5,t,73,73,0,0,0.38
2021-05-25,100%,100%,f,,1,6,t,f,Lauderdale Lakes,26.1752305,-80.19342360000002,Entire home,Entire home/apt,10,2.0,2 baths,4.0,5.0,$231.00,t,9,2,2,0,2024-03-25,2024-05-06,5.0,5.0,5.0,5.0,5.0,4.5,4.5,t,1,1,0,0,0.64
2017-01-07,100%,99%,f,Hollywood Beach,75,98,t,t,Hollywood,26.016980509642917,-80.11588429103769,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$99.00,t,13,4,4,0,2024-01-25,2024-05-18,4.75,5.0,5.0,5.0,5.0,5.0,5.0,t,73,73,0,0,0.77
2020-07-26,100%,99%,f,,12,13,t,f,Margate,26.25373808610779,-80.20491519806836,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,$37.00,t,30,2,2,1,2024-01-28,2024-05-31,3.0,3.0,2.0,3.5,4.0,4.0,3.0,t,11,0,11,0,0.4
2020-07-26,100%,99%,f,,12,13,t,f,Margate,26.252982321468338,-80.20550869130264,Private room in home,Private room,2,1.0,1 bath,1.0,0.0,$37.00,t,26,8,8,1,2023-12-26,2024-05-30,3.88,3.75,3.88,4.13,4.25,4.13,3.88,t,11,0,11,0,1.3
2017-10-22,100%,69%,f,441 Corridor,1,1,t,t,Hollywood,26.023218175497203,-80.2050173290252,Entire home,Entire home/apt,4,1.0,1 bath,2.0,2.0,$120.00,t,15,8,8,3,2024-04-28,2024-06-16,4.88,5.0,5.0,5.0,5.0,4.88,5.0,f,1,1,0,0,4.0
2015-03-16,100%,100%,f,Hollywood Hills,8,18,t,t,Hollywood,26.013917529618716,-80.18618129689229,Entire home,Entire home/apt,8,2.0,2 baths,3.0,0.0,$450.00,t,30,1,1,1,2024-05-27,2024-05-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,6,6,0,0,1.0
2023-12-13,100%,95%,t,,1,1,f,t,Lauderdale Lakes,26.16105137994288,-80.1935704513886,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,$64.00,t,22,55,55,5,2023-12-26,2024-06-21,4.89,4.96,4.95,4.93,4.95,4.67,4.91,f,1,0,1,0,8.97
2013-03-24,100%,97%,f,Hollywood South Central Beach,8,9,t,t,Hollywood,26.0087959,-80.1330667,Entire home,Entire home/apt,6,3.0,3 baths,3.0,0.0,$199.00,t,0,5,5,0,2023-12-18,2024-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,6,6,0,0,0.78
2022-08-19,100%,99%,t,Coral Ridge,5,7,t,t,Fort Lauderdale,26.14523690674956,-80.11169278042172,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$138.00,t,22,14,14,1,2023-12-18,2024-06-03,5.0,4.93,4.93,5.0,5.0,4.93,5.0,t,3,1,2,0,2.18
2017-01-07,100%,99%,f,Hollywood Beach,75,98,t,t,Hollywood,26.01607316435741,-80.11639655190102,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$101.00,t,5,2,2,0,2024-01-15,2024-05-27,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,73,73,0,0,0.36
2023-12-14,100%,100%,f,Imperial Point,1,1,t,t,Fort Lauderdale,26.20414156982592,-80.11293520769937,Entire home,Entire home/apt,8,2.0,2 baths,2.0,0.0,$209.00,t,2,13,13,1,2023-12-28,2024-06-17,4.69,4.77,4.69,4.85,4.77,5.0,4.69,t,1,1,0,0,2.13
2016-03-29,100%,100%,f,Brookline,6,27,t,t,Pompano Beach,26.250929366503087,-80.08630184624558,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$145.00,t,0,0,0,0,,,,,,,,,,t,2,2,0,0,
2017-08-14,99%,99%,f,Clearwater Beach,456,1109,t,t,Fort Lauderdale,26.119095495314287,-80.12302075214463,Entire home,Entire home/apt,8,3.0,3 baths,4.0,4.0,$513.00,t,21,10,10,1,2023-12-28,2024-06-23,4.7,4.78,4.89,4.67,4.0,4.89,4.78,t,64,63,1,0,1.64
2020-08-20,,67%,,Hollywood South Central Beach,4,6,t,f,Hollywood,25.9892348,-80.1184076,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,$206.00,t,17,2,2,0,2024-02-19,2024-03-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.46
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.012673989615006,-80.15394081516652,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,$57.00,t,30,3,3,0,2024-02-26,2024-03-17,4.33,4.0,4.67,4.33,4.67,4.0,4.0,t,25,25,0,0,0.73
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.012483652773305,-80.1540592814593,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,$63.00,t,26,0,0,0,,,,,,,,,,t,25,25,0,0,
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.014266165826253,-80.15368822503073,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,$90.00,t,22,6,6,0,2024-01-31,2024-05-17,4.83,4.83,4.67,4.83,4.83,4.67,4.67,t,25,25,0,0,1.21
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.01251344632264,-80.15195658539146,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,4.0,$92.00,t,21,4,4,1,2024-04-06,2024-06-10,4.75,4.75,4.75,5.0,5.0,4.75,4.75,t,25,25,0,0,1.45
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.01327702542913,-80.1524712128125,Entire rental unit,Entire home/apt,16,7.0,7 baths,8.0,12.0,$396.00,t,12,0,0,0,,,,,,,,,,t,25,25,0,0,
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.012433031439738,-80.15252750779766,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$59.00,t,12,6,6,0,2024-02-02,2024-05-25,5.0,5.0,5.0,4.67,5.0,4.5,4.83,t,25,25,0,0,1.22
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Hollywood,26.01423715895345,-80.15211247793503,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,$69.00,t,16,13,13,0,2024-01-01,2024-05-14,4.46,4.31,4.62,4.77,4.46,4.31,4.0,t,25,25,0,0,2.18
2022-05-31,100%,86%,f,,1,1,f,t,Davie,26.06479,-80.22657,Entire home,Entire home/apt,6,2.5,2.5 baths,3.0,3.0,$500.00,t,28,1,1,0,2023-12-31,2023-12-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.17
2017-03-06,99%,97%,f,Hollywood South Central Beach,110,119,t,t,Hallandale Beach,25.98704,-80.12373,Entire rental unit,Entire home/apt,6,3.0,3 baths,3.0,3.0,$222.00,t,27,2,2,0,2023-12-29,2024-01-01,3.5,5.0,4.5,2.0,3.0,4.5,4.0,t,107,103,4,0,0.33
2018-12-02,91%,96%,f,Central Fort Lauderdale,2,2,t,t,Fort Lauderdale,26.13896318922069,-80.13816246984791,Shared room in guesthouse,Shared room,1,1.0,1 shared bath,1.0,4.0,$34.00,t,30,13,13,3,2023-12-19,2024-06-22,4.15,4.08,4.0,4.31,4.54,4.0,4.08,t,2,0,1,1,2.03
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.015288573069206,-80.11614962089516,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,$124.00,t,7,8,8,1,2024-01-22,2024-05-30,5.0,4.75,4.88,4.88,5.0,5.0,4.88,t,342,341,1,0,1.52
2022-12-14,97%,100%,t,Melrose Park,6,6,t,f,Unincorporated,26.102262027024327,-80.21333678702571,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,0.0,$74.00,t,2,29,29,1,2024-01-11,2024-06-10,4.79,4.9,5.0,4.83,4.93,4.9,4.83,t,6,6,0,0,5.18
2015-08-26,100%,96%,t,East Fort Lauderdale,20,37,t,t,Lauderdale By The Sea,26.191038999906837,-80.09768298183074,Entire townhouse,Entire home/apt,8,3.5,3.5 baths,4.0,7.0,$249.00,t,16,0,0,0,,,,,,,,,,f,20,20,0,0,
2017-01-07,100%,99%,f,Hollywood Beach,75,98,t,t,Hollywood,26.015847159456897,-80.1178894632721,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$100.00,t,20,5,5,0,2024-01-14,2024-04-16,5.0,5.0,4.8,4.8,5.0,5.0,5.0,t,73,73,0,0,0.9
2023-12-14,100%,94%,t,Central Beach Alliance,2,5,t,t,Fort Lauderdale,26.160088432069863,-80.1015896710225,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,$95.00,t,10,15,15,3,2024-01-28,2024-06-12,5.0,4.93,4.93,4.93,5.0,4.93,4.87,f,2,2,0,0,2.96
2020-01-15,100%,100%,t,,76,120,t,t,Fort Lauderdale,26.124685089909946,-80.12611671275614,Entire condo,Entire home/apt,6,1.0,1 bath,2.0,3.0,$112.00,t,26,3,3,0,2024-05-04,2024-05-16,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,59,59,0,0,1.64
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.01690077956569,-80.11765960415876,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$96.00,t,25,3,3,0,2024-02-15,2024-04-29,4.67,4.67,4.67,4.33,5.0,5.0,4.67,t,342,341,1,0,0.67
2020-09-22,100%,99%,t,North Fort Lauderdale,68,70,t,t,Deerfield Beach,26.29934849497061,-80.08588328609751,Entire home,Entire home/apt,10,6.5,6.5 baths,6.0,9.0,$739.00,t,1,10,10,3,2024-03-24,2024-06-10,4.6,4.6,4.9,5.0,5.0,4.9,4.6,f,60,60,0,0,3.13
2023-12-13,100%,100%,f,Croissant Park,1,3,t,t,Fort Lauderdale,26.101858861598085,-80.14915955241605,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,$250.00,t,10,8,8,2,2024-02-20,2024-06-16,4.88,4.88,4.75,5.0,4.88,5.0,4.75,t,1,1,0,0,1.86
2016-02-05,100%,100%,f,Las Olas Isles,2,4,t,f,Fort Lauderdale,26.11693,-80.1189,Entire home,Entire home/apt,14,4.5,4.5 baths,9.0,12.0,$858.00,t,6,9,9,2,2024-01-19,2024-06-17,4.89,4.89,4.89,5.0,5.0,5.0,4.89,f,1,1,0,0,1.68
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.01721219447492,-80.11591861558031,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$96.00,t,21,1,1,0,2024-03-24,2024-03-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,342,341,1,0,0.31
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.09644676719253,-80.13637532348342,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$57.00,t,27,1,1,0,2024-04-15,2024-04-15,5.0,5.0,5.0,4.0,5.0,4.0,5.0,t,25,25,0,0,0.41
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.09699484056177,-80.1371879024716,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$67.00,t,26,4,4,0,2024-03-09,2024-04-19,4.75,4.5,4.25,5.0,4.75,4.75,4.5,t,25,25,0,0,1.08
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.09701855137143,-80.13714025687385,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$57.00,t,17,2,2,1,2024-05-05,2024-06-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,25,25,0,0,1.11
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.0973205381786,-80.1363142117538,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,5.0,$76.00,t,20,3,3,0,2024-04-01,2024-04-21,3.67,4.33,3.67,4.67,4.67,4.0,3.33,t,25,25,0,0,1.02
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.095743826325386,-80.13773943126414,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,$56.00,t,20,2,2,1,2024-04-08,2024-05-29,5.0,5.0,4.5,5.0,5.0,5.0,4.0,t,25,25,0,0,0.74
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.097190895468916,-80.13667836108927,Entire rental unit,Entire home/apt,16,6.0,6 baths,8.0,11.0,$796.00,t,30,0,0,0,,,,,,,,,,t,25,25,0,0,
2023-12-02,100%,99%,f,Highland Gardens,38,40,t,t,Fort Lauderdale,26.096267881042376,-80.13848236637952,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,$92.00,t,3,5,5,1,2024-04-01,2024-05-29,4.4,4.6,4.4,4.8,4.8,4.2,4.2,t,25,25,0,0,1.7
2020-07-26,100%,99%,f,,12,13,t,f,Margate,26.253235489360016,-80.20520372714577,Private room in home,Private room,2,1.0,1 bath,1.0,0.0,$37.00,t,30,12,12,2,2024-01-17,2024-06-14,5.0,5.0,4.58,4.92,5.0,4.92,4.67,t,11,0,11,0,2.22
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hallandale Beach,25.98657187301404,-80.11815526060582,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,,t,11,2,2,0,2024-03-16,2024-04-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,342,341,1,0,0.58
2018-03-28,100%,90%,f,South Middle River,1,1,t,t,Fort Lauderdale,26.1463736,-80.14755749999999,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,$107.00,t,30,10,10,0,2023-12-29,2024-05-04,4.4,4.6,4.6,4.9,4.4,4.5,4.5,f,1,1,0,0,1.65
2018-04-15,100%,97%,,Victoria Park,8,9,t,t,Fort Lauderdale,26.136373034236243,-80.12811101784665,Room in boutique hotel,Hotel room,3,,1 bath,1.0,,,t,28,21,21,0,2023-12-30,2024-05-10,4.43,4.48,4.38,4.71,4.76,4.71,4.29,t,6,0,0,0,3.46
2018-04-15,100%,97%,,Victoria Park,8,9,t,t,Fort Lauderdale,26.13643,-80.12828,Room in boutique hotel,Hotel room,2,,1 bath,1.0,,,t,30,14,14,0,2023-12-30,2024-05-25,4.57,4.71,4.5,4.79,4.86,4.79,4.43,t,6,0,0,0,2.31
2016-06-08,100%,100%,t,,1,1,t,t,Hallandale Beach,25.98671704229,-80.15934335815665,Entire home,Entire home/apt,13,2.5,2.5 baths,4.0,0.0,$157.00,t,29,7,7,1,2023-12-31,2024-06-16,4.86,4.71,5.0,4.86,4.86,4.29,4.57,f,1,1,0,0,1.17
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.01570353818721,-80.11760952321862,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,$147.00,t,25,1,1,0,2024-03-05,2024-03-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,342,341,1,0,0.26
2022-12-23,100%,99%,t,Croissant Park,10,11,t,t,Fort Lauderdale,26.1836651,-80.1170807,Entire home,Entire home/apt,6,3.5,3.5 baths,3.0,5.0,$201.00,t,9,21,21,5,2024-01-03,2024-06-23,5.0,4.95,5.0,5.0,5.0,5.0,4.9,t,9,9,0,0,3.56
2014-08-18,100%,100%,f,Hollywood Beach,378,463,t,t,Hollywood,26.016049588968876,-80.11647621809962,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,$145.00,t,27,6,6,0,2024-01-27,2024-03-24,4.5,4.5,5.0,4.67,5.0,4.83,4.5,t,342,341,1,0,1.18
